"SK_ID_CURR","TARGET","NAME_CONTRACT_TYPE","CODE_GENDER","FLAG_OWN_CAR","CNT_CHILDREN","AMT_INCOME_TOTAL","AMT_CREDIT","AMT_ANNUITY","AMT_GOODS_PRICE","NAME_INCOME_TYPE","NAME_EDUCATION_TYPE","NAME_FAMILY_STATUS","NAME_HOUSING_TYPE","DAYS_BIRTH","DAYS_EMPLOYED","OCCUPATION_TYPE","ORGANIZATION_TYPE","AMT_REQ_CREDIT_BUREAU_MON","NAME_TYPE_SUITE"
1570,1,"Cash loans","F","N",1,90000,284400,22599,225000,"Working","Secondary / secondary special","Married","House / apartment",-13839,-310,"Cleaning staff","Business Entity Type 3",NA,"Unaccompanied"
1571,0,"Cash loans","F","N",1,202500,490495.5,30136.5,454500,"Working","Secondary / secondary special","Separated","House / apartment",-14035,-646,"","Business Entity Type 3",0,"Family"
1572,0,"Cash loans","F","Y",0,247500,1078200,31522.5,9e+05,"Working","Secondary / secondary special","Married","House / apartment",-19110,-3134,"Managers","Business Entity Type 2",1,"Unaccompanied"
1573,0,"Revolving loans","F","Y",0,135000,270000,13500,270000,"Working","Secondary / secondary special","Single / not married","Rented apartment",-15670,-2025,"Laborers","Business Entity Type 3",0,"Unaccompanied"
1574,0,"Revolving loans","F","N",1,67500,202500,10125,202500,"Working","Secondary / secondary special","Married","House / apartment",-18818,-1691,"Laborers","Industry: type 3",2,"Unaccompanied"
1575,0,"Cash loans","M","Y",0,270000,835380,42781.5,675000,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",-8148,-478,"Drivers","Business Entity Type 3",0,"Unaccompanied"
1576,0,"Cash loans","M","Y",0,360000,1467612,58333.5,1350000,"Working","Higher education","Married","House / apartment",-16617,-4604,"Managers","Construction",0,"Family"
1577,0,"Cash loans","F","N",0,54000,518562,22099.5,463500,"Pensioner","Secondary / secondary special","Married","House / apartment",-22780,365243,"","XNA",0,"Unaccompanied"
1578,0,"Cash loans","F","N",0,126000,1080000,31576.5,1080000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-15328,-3152,"Sales staff","Business Entity Type 3",0,"Unaccompanied"
1579,0,"Cash loans","M","Y",0,405000,1006920,54621,9e+05,"Working","Higher education","Civil marriage","House / apartment",-12649,-2498,"High skill tech staff","Business Entity Type 3",NA,"Unaccompanied"
1580,0,"Cash loans","F","N",0,112500,881055,37458,787500,"Working","Secondary / secondary special","Separated","House / apartment",-15896,-2773,"","Other",0,"Family"
1581,0,"Cash loans","F","N",1,90000,152820,15241.5,135000,"Working","Higher education","Civil marriage","House / apartment",-14389,-3955,"Laborers","Government",0,"Unaccompanied"
1582,0,"Cash loans","F","N",0,225000,760225.5,32337,679500,"Working","Secondary / secondary special","Married","With parents",-10035,-144,"Laborers","Business Entity Type 3",0,"Unaccompanied"
1583,0,"Cash loans","M","Y",0,202500,728460,46728,675000,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",-12428,-1419,"Sales staff","Self-employed",0,"Family"
1584,0,"Cash loans","F","N",0,112500,348264,18679.5,315000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-11333,-2156,"","Business Entity Type 1",0,"Family"
1585,0,"Cash loans","F","N",0,180000,971280,51876,9e+05,"Working","Secondary / secondary special","Married","House / apartment",-19154,-1930,"Accountants","Business Entity Type 3",0,"Unaccompanied"
1586,0,"Cash loans","F","N",1,133200,269550,13761,225000,"Working","Higher education","Married","House / apartment",-18768,-11516,"","Government",0,"Family"
1587,0,"Cash loans","M","Y",1,180000,829584,26176.5,630000,"State servant","Secondary / secondary special","Married","House / apartment",-11005,-283,"Drivers","Government",0,"Unaccompanied"
1588,0,"Cash loans","M","Y",1,202500,254700,16582.5,225000,"Working","Secondary / secondary special","Married","House / apartment",-8979,-1495,"Core staff","Police",0,"Unaccompanied"
1589,0,"Cash loans","M","N",0,225000,640080,31261.5,450000,"Working","Secondary / secondary special","Married","House / apartment",-16325,-6261,"Laborers","Housing",2,"Family"
1590,0,"Cash loans","F","Y",0,225000,983299.5,39127.5,904500,"Working","Higher education","Married","House / apartment",-17763,-3550,"Managers","Other",0,"Unaccompanied"
1591,0,"Cash loans","F","N",0,112500,247500,9459,247500,"Commercial associate","Higher education","Married","House / apartment",-16804,-6633,"","Bank",0,"Unaccompanied"
1592,0,"Cash loans","F","N",0,112500,679500,19998,679500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-19883,-4898,"Sales staff","Self-employed",0,"Family"
1593,0,"Cash loans","F","Y",1,247500,495000,23944.5,495000,"Working","Secondary / secondary special","Single / not married","House / apartment",-11273,-851,"Managers","Business Entity Type 3",0,"Unaccompanied"
1594,0,"Cash loans","F","N",1,157500,545040,26640,450000,"Working","Secondary / secondary special","Married","House / apartment",-14322,-1156,"Private service staff","Self-employed",0,"Unaccompanied"
1595,0,"Cash loans","F","N",0,189000,1305000,38155.5,1305000,"Working","Higher education","Married","House / apartment",-14394,-1276,"","Business Entity Type 3",0,"Unaccompanied"
1596,0,"Cash loans","F","Y",0,85500,207000,13356,207000,"Working","Secondary / secondary special","Married","House / apartment",-12330,-1997,"Core staff","School",0,"Unaccompanied"
1597,0,"Cash loans","F","N",1,225000,1620000,56439,1620000,"State servant","Higher education","Married","House / apartment",-12912,-4619,"Core staff","Police",1,"Unaccompanied"
1598,0,"Cash loans","M","N",0,90000,589500,30226.5,589500,"State servant","Secondary / secondary special","Married","House / apartment",-9447,-211,"","Electricity",1,"Unaccompanied"
1599,0,"Cash loans","F","N",1,135000,1154655,47155.5,990000,"Commercial associate","Higher education","Married","House / apartment",-15714,-662,"Sales staff","Trade: type 3",0,"Unaccompanied"
1600,0,"Cash loans","M","Y",0,128250,463500,43465.5,463500,"Commercial associate","Higher education","Married","With parents",-10858,-2866,"Managers","Insurance",3,"Unaccompanied"
1601,1,"Cash loans","F","N",2,270000,9e+05,45954,9e+05,"Working","Higher education","Civil marriage","House / apartment",-13480,-738,"Managers","Business Entity Type 3",0,"Unaccompanied"
1602,0,"Cash loans","F","N",0,90000,360000,17640,360000,"Working","Secondary / secondary special","Married","House / apartment",-10708,-1279,"Sales staff","Self-employed",0,"Unaccompanied"
1603,0,"Cash loans","F","Y",0,85500,810000,26770.5,810000,"Pensioner","Secondary / secondary special","Married","House / apartment",-21607,365243,"","XNA",0,"Unaccompanied"
1604,0,"Cash loans","F","N",1,112500,182448,21780,157500,"Commercial associate","Higher education","Married","House / apartment",-12354,-114,"Core staff","Bank",0,"Unaccompanied"
1605,0,"Cash loans","M","Y",0,180000,523237.5,19854,432000,"Working","Secondary / secondary special","Married","House / apartment",-21503,-3089,"Laborers","Business Entity Type 3",0,"Unaccompanied"
1606,1,"Cash loans","M","N",0,202500,319500,29434.5,319500,"Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",-18270,-1865,"Drivers","Business Entity Type 3",1,"Unaccompanied"
1607,0,"Cash loans","M","Y",3,180000,675000,49117.5,675000,"Working","Secondary / secondary special","Married","House / apartment",-17021,-3516,"Drivers","Self-employed",1,"Unaccompanied"
1608,0,"Cash loans","F","N",0,180000,9e+05,26446.5,9e+05,"Commercial associate","Higher education","Separated","House / apartment",-21578,-8096,"","Government",5,"Unaccompanied"
1609,0,"Cash loans","F","Y",0,103500,513531,22747.5,459000,"Pensioner","Secondary / secondary special","Married","House / apartment",-23004,365243,"","XNA",0,"Unaccompanied"
1610,1,"Cash loans","F","N",0,135000,855882,43830,765000,"Commercial associate","Higher education","Married","House / apartment",-11644,-4988,"High skill tech staff","Trade: type 3",0,"Unaccompanied"
1611,0,"Cash loans","F","N",0,126000,779688,31050,630000,"Working","Secondary / secondary special","Separated","With parents",-14077,-405,"Cleaning staff","Business Entity Type 3",1,"Other_B"
1612,0,"Cash loans","M","Y",0,225000,2205000,58167,2205000,"State servant","Higher education","Married","Co-op apartment",-14536,-3415,"Managers","Government",0,"Unaccompanied"
1613,0,"Cash loans","M","N",2,225000,904500,32616,904500,"Working","Secondary / secondary special","Married","House / apartment",-11382,-921,"Laborers","Business Entity Type 3",0,"Unaccompanied"
1614,0,"Cash loans","F","N",0,202500,474183,18004.5,391500,"Working","Secondary / secondary special","Married","Municipal apartment",-16750,-5493,"","School",1,"Unaccompanied"
1615,0,"Cash loans","F","N",1,225000,166500,8631,166500,"Working","Higher education","Civil marriage","House / apartment",-13997,-4656,"Sales staff","Trade: type 7",1,"Unaccompanied"
1616,0,"Cash loans","F","N",0,157500,247500,23031,247500,"Working","Secondary / secondary special","Single / not married","House / apartment",-16358,-140,"Sales staff","Trade: type 7",0,"Unaccompanied"
1617,0,"Cash loans","M","N",0,112500,288873,18936,238500,"Pensioner","Secondary / secondary special","Civil marriage","Office apartment",-23653,365243,"","XNA",NA,"Family"
1618,0,"Cash loans","F","N",0,121500,945000,25056,945000,"Working","Secondary / secondary special","Married","House / apartment",-15507,-1750,"Laborers","Business Entity Type 3",0,"Unaccompanied"
1619,0,"Cash loans","M","N",3,85500,254700,16713,225000,"Working","Lower secondary","Civil marriage","Rented apartment",-12887,-268,"","Business Entity Type 3",0,"Family"
1620,1,"Cash loans","M","Y",0,153000,215640,13158,180000,"Working","Secondary / secondary special","Single / not married","House / apartment",-19461,-1916,"","Transport: type 4",0,"Unaccompanied"
1621,0,"Cash loans","M","N",0,180000,305221.5,20524.5,252000,"Commercial associate","Secondary / secondary special","Single / not married","With parents",-11769,-1177,"Cooking staff","Business Entity Type 3",3,"Unaccompanied"
1622,0,"Cash loans","M","Y",0,270000,472500,15372,472500,"Working","Secondary / secondary special","Single / not married","Office apartment",-19163,-1885,"Security staff","Industry: type 3",1,"Unaccompanied"
1623,0,"Cash loans","F","N",0,90000,454500,19255.5,454500,"State servant","Secondary / secondary special","Married","House / apartment",-15853,-4618,"Cooking staff","School",0,"Unaccompanied"
1624,0,"Cash loans","F","Y",2,135000,258709.5,27297,234000,"Working","Secondary / secondary special","Single / not married","House / apartment",-12099,-2135,"Realty agents","Self-employed",0,"Family"
1625,0,"Cash loans","M","N",0,90000,159264,10773,126000,"Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",-16742,-5575,"Laborers","Industry: type 7",NA,"Unaccompanied"
1626,0,"Cash loans","M","N",0,180000,573628.5,22747.5,463500,"State servant","Secondary / secondary special","Single / not married","House / apartment",-15145,-6654,"Managers","Security Ministries",0,"Unaccompanied"
1627,1,"Cash loans","F","N",2,202500,1321020,35554.5,1125000,"Working","Secondary / secondary special","Married","House / apartment",-12084,-261,"Secretaries","Business Entity Type 3",0,"Unaccompanied"
1628,0,"Cash loans","F","N",0,216000,497520,33376.5,450000,"Working","Secondary / secondary special","Single / not married","House / apartment",-18355,-10815,"Sales staff","Self-employed",0,"Unaccompanied"
1629,0,"Cash loans","M","Y",0,126000,1078200,31653,9e+05,"Pensioner","Secondary / secondary special","Married","House / apartment",-23246,365243,"","XNA",0,"Unaccompanied"
1630,0,"Cash loans","F","N",0,157500,1480500,51592.5,1480500,"State servant","Higher education","Married","House / apartment",-17892,-8606,"Core staff","Government",0,"Unaccompanied"
1631,0,"Cash loans","F","N",0,58500,980838,52389,927000,"Pensioner","Secondary / secondary special","Married","House / apartment",-23402,365243,"","XNA",0,"Unaccompanied"
1632,0,"Cash loans","M","Y",0,135000,243000,9288,243000,"Working","Secondary / secondary special","Married","House / apartment",-15220,-933,"Laborers","Industry: type 1",1,"Family"
1633,0,"Cash loans","F","N",0,76500,808650,23643,675000,"Working","Secondary / secondary special","Married","House / apartment",-18849,-4977,"","School",0,"Unaccompanied"
1634,0,"Cash loans","F","N",0,180000,701730,68359.5,675000,"Commercial associate","Higher education","Married","With parents",-15853,-8472,"Managers","Police",NA,"Unaccompanied"
1635,0,"Cash loans","F","N",0,166500,450000,53406,450000,"Working","Secondary / secondary special","Married","Rented apartment",-10259,-989,"Sales staff","Business Entity Type 3",0,"Unaccompanied"
1636,0,"Cash loans","M","N",2,157500,585000,29997,585000,"Commercial associate","Higher education","Married","House / apartment",-15048,-1593,"High skill tech staff","Business Entity Type 1",0,"Unaccompanied"
1637,0,"Cash loans","F","Y",1,112500,263686.5,27819,238500,"Working","Secondary / secondary special","Married","House / apartment",-12695,-1435,"High skill tech staff","Housing",0,"Family"
1638,0,"Cash loans","F","N",0,360000,2517300,69354,2250000,"Commercial associate","Higher education","Married","House / apartment",-13600,-285,"Core staff","Business Entity Type 3",0,"Unaccompanied"
1639,0,"Cash loans","F","N",1,135000,283585.5,28179,256500,"Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",-12639,-2959,"Laborers","Business Entity Type 3",0,"Unaccompanied"
1640,0,"Cash loans","F","N",1,126000,193572,20668.5,171000,"Working","Higher education","Single / not married","House / apartment",-10870,-620,"Sales staff","Self-employed",0,"Unaccompanied"
1641,0,"Cash loans","F","N",0,112500,148500,7708.5,148500,"Pensioner","Higher education","Married","House / apartment",-20347,365243,"","XNA",0,"Unaccompanied"
1642,0,"Cash loans","F","N",1,292500,254700,27558,225000,"Working","Higher education","Married","House / apartment",-13596,-199,"","Self-employed",0,"Unaccompanied"
1643,0,"Revolving loans","M","Y",1,225000,270000,13500,270000,"Commercial associate","Secondary / secondary special","Married","Office apartment",-16232,-6594,"Core staff","Police",0,"Unaccompanied"
1644,0,"Cash loans","F","N",0,315000,755190,36459,675000,"Working","Secondary / secondary special","Married","House / apartment",-18986,-1540,"High skill tech staff","Industry: type 6",0,"Unaccompanied"
1645,0,"Cash loans","F","N",1,202500,489168,13032,387000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-13009,-6342,"Laborers","Industry: type 2",1,"Unaccompanied"
1646,0,"Cash loans","F","N",0,292500,807984,47371.5,697500,"Working","Higher education","Married","House / apartment",-13592,-108,"","Other",NA,"Unaccompanied"
1647,0,"Cash loans","F","N",0,180000,1456587,48267,1305000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-17685,-3939,"Sales staff","Business Entity Type 3",0,"Unaccompanied"
1648,0,"Cash loans","F","N",0,225000,52128,5602.5,45000,"Commercial associate","Higher education","Single / not married","House / apartment",-11361,-199,"Managers","Trade: type 7",1,"Unaccompanied"
1649,0,"Cash loans","F","Y",1,90000,463284,22662,382500,"Working","Secondary / secondary special","Married","House / apartment",-14236,-2395,"Sales staff","Self-employed",0,"Family"
